citric acid,total sulfur dioxide,free sulfur dioxide,residual sugar,chlorides,volatile acidity,quality
0.09,22.0,7.0,2.9,0.079,0.56,0.5
0.48,10.0,6.0,1.9,0.066,0.26,0.5
0.48,10.0,6.0,1.9,0.066,0.26,0.5
0.5,13.0,6.0,2.4,0.104,0.38,1.0
0.44,12.0,6.0,1.7,0.079,0.34,0.5
0.41,13.0,7.0,5.9,0.073,0.33,1.0
0.3,72.0,35.0,2.1,0.083,0.41,0.5
0.3,72.0,35.0,2.1,0.083,0.41,0.5
0.29,119.0,31.0,2.6,0.109,0.59,0.5
0.32,29.0,9.0,3.6,0.061,0.4,1.0
0.49,6.0,3.0,1.4,0.075,0.45,0.5
0.3,17.0,8.0,1.9,0.065,0.5,0.5
0.26,28.0,13.0,1.9,0.079,0.86,0.5
0.32,70.0,51.0,2.1,0.07,0.52,0.5
0.3,17.0,8.0,1.9,0.065,0.5,0.5
0.49,6.0,3.0,1.4,0.075,0.45,0.5
0.0,11.0,7.0,2.0,0.064,0.58,0.5
0.39,7.0,3.0,1.4,0.066,0.34,1.0
0.3,70.0,35.0,1.6,0.08,0.36,0.5
0.12,27.0,19.0,1.7,0.097,0.39,0.5
0.4,21.0,14.0,1.5,0.073,0.295,0.5
0.12,27.0,19.0,1.7,0.097,0.39,0.5
0.28,68.0,31.0,2.0,0.08199999999999999,0.34,0.5
0.1,47.0,30.0,2.0,0.076,0.4,0.5
0.28,68.0,31.0,2.0,0.08199999999999999,0.34,0.5
0.45,88.0,20.0,2.5,0.092,0.35,0.5
0.06,41.0,19.0,2.0,0.079,0.6,0.5
0.0,11.0,3.0,2.2,0.087,0.66,1.0
0.0,11.0,3.0,2.2,0.087,0.66,1.0
0.34,10.0,4.0,1.4,0.05,0.84,0.5
0.0,12.0,7.0,1.65,0.055,0.69,0.5
0.3,12.0,6.0,2.2,0.062,0.43,1.0
0.38,47.0,31.0,1.5,0.058,0.35,1.0
0.33,27.0,13.0,2.05,0.063,0.29,1.0
0.32,8.0,4.0,1.8,0.067,0.36,1.0
0.29,45.0,27.0,1.6,0.081,0.43,0.5
0.32,8.0,4.0,1.8,0.067,0.36,1.0
0.33,27.0,13.0,2.05,0.063,0.29,1.0
0.34,25.0,12.0,2.0,0.064,0.3,1.0
0.4,24.0,12.0,3.6,0.11,0.35,1.0
0.36,55.0,26.0,2.8,0.116,0.5,0.5
0.45,12.0,7.0,1.7,0.067,0.28,1.0
0.31,19.0,12.0,2.0,0.08800000000000001,0.32,0.5
0.15,32.0,11.0,2.1,0.102,1.005,0.5
0.0,31.0,22.0,1.6,0.092,0.71,0.5
0.16,7.0,3.0,2.0,0.12,0.58,0.5
0.46,27.0,14.0,2.2,0.075,0.39,0.5
0.4,28.0,12.0,2.2,0.068,0.38,1.0
0.37,109.0,36.0,0.9,0.049,0.18,0.5
0.37,109.0,36.0,0.9,0.049,0.18,0.5
0.14,23.0,10.0,1.8,0.078,0.5,0.5
0.66,8.0,3.0,2.4,0.123,0.36,0.5
0.66,8.0,3.0,2.4,0.123,0.36,0.5
0.09,9.0,4.0,2.1,0.062,0.51,0.5
0.42,9.0,3.0,2.3,0.098,0.32,0.5
0.01,18.0,12.0,1.8,0.08800000000000001,0.58,1.0
0.0,43.0,17.0,2.8,0.095,0.83,0.5
0.32,36.0,14.0,1.9,0.066,0.31,0.5
0.0,52.0,28.0,2.2,0.065,0.795,0.5
0.21,68.0,41.0,2.5,0.075,0.34,0.5
0.01,18.0,12.0,1.8,0.08800000000000001,0.58,1.0
0.0,14.0,9.0,2.1,0.091,0.59,1.0
0.01,15.0,9.0,1.8,0.093,0.55,1.0
0.0,14.0,5.0,4.1,0.095,0.82,0.5
0.08,27.0,14.0,2.6,0.08900000000000001,0.57,0.5
0.18,48.0,15.0,2.5,0.077,0.745,0.5
0.34,17.0,5.0,2.4,0.085,0.37,1.0
0.34,35.0,26.0,2.5,0.08199999999999999,0.31,1.0
0.1,56.0,20.0,1.8,0.07400000000000001,0.91,0.5
0.41,42.0,25.0,6.2,0.078,0.41,1.0
0.21,39.0,21.0,2.2,0.08800000000000001,0.5,0.5
0.0,32.0,16.0,2.2,0.08800000000000001,0.965,0.5
0.19,26.0,13.0,1.7,0.079,0.49,0.5
0.21,39.0,21.0,2.2,0.08800000000000001,0.5,0.5
0.41,39.0,18.0,8.9,0.069,0.39,1.0
0.33,53.0,12.0,3.3,0.046,0.39,0.5
0.0,38.0,32.0,1.4,0.07,0.44,0.5
0.0,45.0,33.0,1.7,0.076,0.78,0.5
0.17,51.0,27.0,1.8,0.08199999999999999,0.43,0.5
0.36,14.0,3.0,1.7,0.081,0.49,0.5
0.36,17.0,6.0,1.8,0.084,0.5,0.5
0.17,51.0,27.0,1.8,0.08199999999999999,0.43,0.5
0.59,45.0,16.0,1.4,0.414,0.46,0.5
0.05,25.0,19.0,2.4,0.073,0.605,0.5
0.42,20.0,9.0,2.3,0.07,0.33,1.0
0.27,77.0,5.0,2.0,0.095,0.64,0.5
0.27,77.0,5.0,2.0,0.095,0.64,0.5
0.53,10.0,3.0,4.0,0.101,0.48,1.0
0.25,90.0,28.0,3.9,0.104,0.42,0.5
0.57,52.0,30.0,2.4,0.093,0.53,1.0
0.53,10.0,3.0,4.0,0.101,0.48,1.0
0.57,8.0,3.0,1.8,0.07400000000000001,0.23,0.5
0.5,16.0,7.0,1.8,0.071,0.4,1.0
0.44,15.0,6.0,1.9,0.098,0.38,0.5
0.65,17.0,6.0,2.4,0.075,0.29,0.5
0.09,10.0,5.0,2.0,0.067,0.74,0.5
0.18,20.0,6.0,2.4,0.083,0.61,0.5
0.08,26.0,13.0,2.4,0.07,0.52,1.0
0.53,10.0,3.0,2.2,0.06,0.31,1.0
0.53,10.0,3.0,2.2,0.06,0.31,1.0
0.35,52.0,28.0,2.8,0.086,0.62,0.5
0.45,37.0,19.0,1.5,0.057,0.33,1.0
0.2,92.0,30.0,8.1,0.098,0.77,0.5
0.26,75.0,33.0,1.8,0.083,0.35,0.5
0.33,37.0,16.0,2.7,0.08800000000000001,0.62,0.5
0.2,92.0,30.0,8.1,0.098,0.77,0.5
0.34,67.0,45.0,2.0,0.071,0.25,1.0
0.56,8.0,3.0,2.0,0.073,0.32,0.5
0.65,8.0,3.0,6.4,0.08,0.37,0.5
0.65,8.0,3.0,6.4,0.08,0.37,0.5
0.68,278.0,37.5,8.3,0.05,0.3,1.0
0.56,8.0,3.0,1.4,0.047,0.27,0.5
0.68,289.0,37.5,8.3,0.05,0.3,1.0
0.3,70.0,31.0,1.8,0.073,0.38,0.5
0.45,59.0,32.0,2.4,0.07200000000000001,0.42,0.5
0.3,70.0,31.0,1.8,0.073,0.38,0.5
0.08,64.0,40.0,1.8,0.07400000000000001,0.48,0.5
0.4,9.0,3.0,4.7,0.055,0.34,1.0
0.42,30.0,18.0,1.6,0.057,0.19,0.5
0.54,41.0,22.0,1.5,0.095,0.41,1.0
0.54,41.0,22.0,1.5,0.095,0.41,1.0
0.54,74.0,42.0,1.9,0.083,0.26,1.0
0.42,19.0,8.0,2.0,0.086,0.34,0.5
0.09,16.0,10.0,2.0,0.081,0.54,0.5
0.36,31.0,11.0,2.2,0.079,0.31,1.0
0.09,17.0,9.0,5.5,0.117,0.725,0.5
0.47,20.0,6.0,2.5,0.087,0.4,0.5
0.09,17.0,9.0,5.5,0.117,0.725,0.5
0.38,18.0,5.0,1.5,0.096,0.52,0.5
0.45,16.0,5.0,2.1,0.21600000000000005,0.31,1.0
0.38,18.0,5.0,1.5,0.096,0.52,0.5
0.42,36.0,23.0,2.1,0.07200000000000001,0.34,0.5
0.27,25.0,14.0,2.1,0.071,0.49,0.5
0.09,30.0,18.0,1.7,0.078,0.48,0.5
0.27,25.0,14.0,2.1,0.071,0.49,0.5
0.34,25.0,16.0,2.2,0.073,0.48,0.5
0.28,49.0,13.0,2.1,0.048,0.57,0.5
0.42,17.0,9.0,1.9,0.069,0.23,0.5
0.41,24.0,10.0,2.0,0.068,0.3,1.0
0.1,13.0,4.0,3.3,0.09,0.78,0.5
0.43,66.0,27.0,2.1,0.171,0.47,0.5
0.0,14.0,6.0,1.4,0.07,0.53,0.5
0.27,55.0,23.0,2.0,0.092,0.42,1.0
0.41,35.0,6.0,1.5,0.056,0.33,0.5
0.39,10.0,3.0,1.6,0.07400000000000001,0.24,0.5
0.5,80.0,29.0,4.3,0.046,0.4,0.5
0.07,21.0,15.0,2.5,0.091,0.69,0.5
0.07,21.0,15.0,2.5,0.091,0.69,0.5
0.07,21.0,15.0,2.5,0.091,0.69,0.5
0.12,24.0,14.0,2.1,0.065,0.39,0.5
0.0,15.0,7.0,2.5,0.066,0.66,0.5
0.34,17.0,8.0,2.5,0.076,0.54,1.0
0.0,28.0,21.0,1.8,0.062,0.5,0.5
0.0,33.0,27.0,1.4,0.055,0.47,0.5
0.37,29.0,17.0,1.9,0.081,0.4,0.5
0.0,13.0,3.0,2.2,0.096,0.58,0.0
0.35,27.0,13.0,1.7,0.055,0.24,1.0
0.26,11.0,3.0,1.7,0.063,0.29,0.5
0.0,52.0,26.0,2.9,0.07200000000000001,0.76,0.5
0.33,89.0,28.0,2.7,0.095,0.43,0.5
0.35,70.0,24.0,3.3,0.092,0.43,0.5
0.0,10.0,5.0,1.9,0.058,0.6,0.5
0.21,135.0,57.0,1.7,0.045,0.19,0.5
0.34,38.0,18.0,1.8,0.075,0.36,1.0
0.07,18.0,10.0,5.5,0.08900000000000001,0.48,1.0
0.35,15.0,6.0,1.7,0.061,0.28,1.0
0.43,50.0,22.0,1.7,0.067,0.25,0.5
0.45,13.0,6.0,2.0,0.08,0.52,0.5
0.45,13.0,6.0,2.0,0.08,0.52,0.5
0.15,94.0,29.0,3.7,0.104,0.41,0.5
0.24,86.0,16.0,2.0,0.079,0.51,0.5
0.3,79.0,33.0,1.7,0.08,0.4,0.5
0.32,71.0,24.0,2.5,0.08,0.38,0.5
0.11,12.0,6.0,2.4,0.043,0.45,0.5
0.3,20.0,16.0,1.8,0.065,0.22,0.5
0.23,70.0,35.0,2.3,0.066,0.32,0.5
0.43,51.0,31.0,2.5,0.076,0.2,0.5
0.12,21.0,6.0,1.8,0.17800000000000002,0.5,0.5
0.45,14.0,6.0,6.2,0.071,0.41,1.0
0.42,21.0,9.0,2.0,0.086,0.39,0.5
0.47,11.0,6.0,2.0,0.061,0.35,0.5
0.32,12.0,4.0,2.8,0.067,0.33,1.0
0.23,70.0,16.0,2.5,0.044,0.58,0.5
0.25,38.0,9.0,2.2,0.118,0.6,0.5
0.35,38.0,17.0,2.1,0.083,0.42,0.5
0.0,63.0,50.0,2.2,0.1,0.58,0.5
0.25,38.0,9.0,2.2,0.118,0.6,0.5
0.51,88.0,45.0,1.75,0.071,0.18,1.0
0.18,101.0,16.0,2.1,0.042,0.51,1.0
0.43,54.0,22.0,2.8,0.076,0.41,0.5
0.43,37.0,11.0,2.2,0.11,0.41,0.5
0.57,20.0,6.0,2.3,0.087,0.36,1.0
0.43,21.0,12.0,1.4,0.076,0.45,0.5
0.42,19.0,12.0,2.3,0.075,0.32,1.0
0.24,21.0,10.0,1.7,0.078,0.785,0.5
0.24,21.0,10.0,1.7,0.078,0.785,0.5
0.5,38.0,15.0,1.9,0.369,0.44,0.5
0.26,60.0,7.0,2.0,0.111,0.54,0.5
0.39,48.0,29.0,2.5,0.07400000000000001,0.33,1.0
0.27,44.0,8.0,2.8,0.067,0.34,0.5
0.29,14.0,5.0,2.3,0.086,0.5,0.5
0.34,12.0,5.0,1.6,0.062,0.36,0.5
0.0,44.0,26.0,2.2,0.078,0.59,0.5
0.46,16.0,5.0,2.1,0.07400000000000001,0.42,0.5
0.31,65.0,26.0,1.7,0.079,0.36,0.5
0.31,65.0,26.0,1.7,0.079,0.36,0.5
0.0,59.0,48.0,2.2,0.095,0.61,0.5
0.03,47.0,23.0,5.6,0.079,0.88,0.0
0.0,11.0,6.0,2.4,0.052000000000000005,0.66,1.0
0.0,78.0,17.0,2.1,0.041,0.915,0.5
0.33,47.0,11.0,2.4,0.076,0.35,0.5
0.33,47.0,11.0,2.4,0.076,0.35,0.5
0.43,11.0,5.0,1.65,0.068,0.39,0.5
0.4,54.0,41.0,2.5,0.068,0.4,0.5
0.07,61.0,16.0,1.6,0.07,0.66,0.5
0.23,119.0,11.0,2.1,0.08,0.64,0.5
0.3,39.0,6.0,2.0,0.085,0.43,0.5
0.03,12.0,6.0,7.8,0.079,0.8,0.5
0.3,39.0,6.0,2.0,0.085,0.43,0.5
0.23,119.0,11.0,2.1,0.08,0.64,0.5
0.05,19.0,5.0,1.8,0.075,0.955,0.0
0.57,20.0,6.0,4.6,0.08,0.4,0.5
0.0,12.0,6.0,2.3,0.166,0.885,0.5
0.37,41.0,11.0,2.5,0.063,0.25,1.0
0.0,12.0,6.0,2.3,0.166,0.885,0.5
0.12,64.0,15.0,1.8,0.114,0.745,0.5
0.22,56.0,21.0,1.8,0.078,0.43,0.5
0.23,94.0,23.0,2.3,0.076,0.58,0.5
0.21,9.0,4.0,1.5,0.069,0.57,0.5
0.26,77.0,19.0,2.0,0.052000000000000005,0.26,0.5
0.23,94.0,23.0,2.3,0.076,0.58,0.5
0.21,9.0,4.0,1.5,0.069,0.57,0.5
0.36,10.0,5.0,1.9,0.065,0.34,1.0
0.39,12.0,6.0,1.8,0.068,0.42,1.0
0.19,76.0,33.0,5.8,0.111,0.74,0.5
0.46,44.0,24.0,2.1,0.07400000000000001,0.36,1.0
0.46,44.0,24.0,2.1,0.07400000000000001,0.36,1.0
0.46,44.0,24.0,2.1,0.07400000000000001,0.36,1.0
0.55,52.0,24.0,1.7,0.136,0.72,0.5
0.46,44.0,24.0,2.1,0.07400000000000001,0.36,1.0
0.43,24.0,14.0,2.0,0.071,0.39,1.0
0.02,15.0,8.0,2.1,0.078,0.65,0.5
0.15,53.0,22.0,2.1,0.076,0.44,0.5
0.02,15.0,8.0,2.1,0.078,0.65,0.5
0.42,13.0,5.0,1.9,0.071,0.38,0.5
0.46,9.0,6.0,1.9,0.081,0.33,0.5
0.46,29.0,20.0,2.1,0.095,0.27,0.5
0.31,79.0,10.0,2.0,0.079,0.57,0.5
0.37,74.0,43.0,1.9,0.057,0.34,0.5
0.31,24.0,8.0,1.9,0.08199999999999999,0.4,0.5
0.4,50.0,25.0,1.3,0.044,0.39,0.5
0.52,44.0,17.0,1.8,0.132,0.32,0.5
0.52,44.0,17.0,1.8,0.132,0.32,0.5
0.22,89.0,33.0,2.2,0.078,0.53,0.5
0.47,23.0,9.0,2.2,0.07400000000000001,0.36,0.5
0.49,20.0,8.0,2.5,0.08,0.39,0.5
0.23,77.0,18.0,2.6,0.091,0.46,0.5
0.03,46.0,27.0,4.1,0.08,0.58,0.5
0.25,21.0,8.0,2.0,0.104,0.58,0.5
0.0,88.0,18.0,1.8,0.044,0.42,1.0
0.29,66.0,19.0,2.1,0.075,0.43,0.5
0.34,58.0,15.0,2.7,0.066,0.18,0.5
0.01,90.0,48.0,2.6,0.07400000000000001,0.815,0.5
0.29,66.0,19.0,2.1,0.075,0.43,0.5
0.37,36.0,14.0,2.2,0.057,0.23,0.0
0.01,18.0,11.0,2.2,0.059,0.75,0.5
0.32,113.0,6.0,12.9,0.054000000000000006,0.33,0.0
0.0,17.0,7.0,1.7,0.07,0.55,0.5
0.01,18.0,11.0,2.2,0.059,0.75,0.5
0.0,24.0,12.0,2.5,0.081,0.73,0.0
0.0,20.0,11.0,4.3,0.057,0.67,0.0
0.2,60.0,36.0,1.7,0.076,0.61,0.5
0.39,65.0,28.0,2.5,0.079,0.37,0.5
0.41,40.0,15.0,2.0,0.058,0.4,0.5
0.22,86.0,10.0,2.4,0.08199999999999999,0.56,0.5
0.25,160.0,72.0,13.4,0.067,0.29,0.5
0.19,34.0,15.0,1.8,0.08199999999999999,0.55,0.5
0.07,48.0,15.0,1.7,0.086,0.74,0.5
0.19,34.0,15.0,1.8,0.08199999999999999,0.55,0.5
0.33,36.0,22.0,2.2,0.081,0.41,0.5
0.01,37.0,24.0,2.3,0.079,0.6,0.5
0.01,37.0,24.0,2.3,0.079,0.6,0.5
0.14,60.0,27.0,2.2,0.077,0.58,0.5
0.0,14.0,6.0,1.8,0.123,0.72,0.5
0.0,13.0,6.0,1.4,0.096,0.66,0.5
0.06,35.0,20.0,1.9,0.079,0.7,0.5
0.02,46.0,26.0,2.4,0.069,0.64,0.5
0.22,60.0,43.0,1.8,0.08199999999999999,0.59,0.5
0.28,69.0,12.0,4.8,0.085,0.58,0.5
0.0,33.0,15.0,2.7,0.123,0.64,0.5
0.0,33.0,15.0,2.7,0.123,0.64,0.5
0.68,56.0,19.0,1.8,0.403,0.635,0.5
0.0,24.0,17.0,2.0,0.083,1.02,0.0
0.38,66.0,34.0,2.5,0.081,0.45,0.5
0.0,26.0,13.0,2.2,0.08900000000000001,0.78,0.0
0.32,51.0,26.0,1.8,0.066,0.37,0.5
0.05,36.0,16.0,2.3,0.081,0.57,0.5
0.05,36.0,16.0,2.3,0.081,0.57,0.5
0.5,19.0,13.0,2.3,0.068,0.43,0.5
0.31,51.0,21.0,2.0,0.079,0.41,0.5
0.03,87.0,28.0,1.8,0.044,0.49,1.0
0.01,60.0,26.0,1.6,0.048,0.38,0.5
0.2,64.0,24.0,1.6,0.049,0.44,0.5
0.0,44.0,25.0,1.9,0.077,0.46,0.5
0.2,44.0,34.0,2.0,0.073,0.58,0.5
0.13,36.0,17.0,2.1,0.102,0.58,0.5
0.22,81.0,13.0,2.3,0.075,0.715,0.5
0.4,10.0,3.0,6.3,0.05,0.4,0.0
0.0,10.0,3.0,1.9,0.114,0.69,0.5
0.22,81.0,13.0,2.3,0.075,0.715,0.5
0.39,9.0,3.0,1.7,0.062,0.3,1.0
0.2,54.0,28.0,1.9,0.077,0.46,0.5
0.2,54.0,28.0,1.9,0.077,0.46,0.5
0.0,22.0,9.0,2.0,0.084,0.765,0.5
0.28,69.0,17.0,2.7,0.096,0.63,0.5
0.19,36.0,18.0,2.3,0.071,0.42,0.5
0.5,47.0,20.0,1.8,0.09,0.37,0.5
0.44,31.0,17.0,2.5,0.068,0.16,0.5
0.08,7.0,3.0,2.6,0.056,0.6,0.5
0.3,110.0,20.0,4.5,0.068,0.6,0.5
0.3,110.0,20.0,4.5,0.068,0.6,0.5
0.0,12.0,6.0,1.9,0.1,0.74,0.5
0.1,60.0,25.0,2.1,0.073,0.635,0.5
0.13,28.0,14.0,2.4,0.056,0.395,0.5
0.0,12.0,6.0,1.9,0.084,0.755,0.0
0.1,60.0,25.0,2.1,0.073,0.635,0.5
0.0,77.5,51.0,4.3,0.093,0.63,0.5
0.0,77.5,51.0,4.3,0.093,0.63,0.5
0.14,29.0,15.0,2.1,0.064,0.53,0.5
0.0,18.0,11.0,1.4,0.063,0.6,0.5
0.0,9.0,5.0,2.1,0.13699999999999998,1.58,0.0
0.0,28.0,15.0,2.15,0.08,0.645,0.5
0.07,57.0,20.0,2.0,0.1,0.86,0.5
0.32,15.0,4.0,2.1,0.064,0.37,0.5
0.44,68.0,28.0,1.8,0.081,0.28,0.5
0.21,68.0,21.0,2.3,0.087,0.79,0.5
0.26,88.0,24.0,1.9,0.073,0.61,0.5
0.32,91.0,22.0,2.5,0.08800000000000001,0.69,0.5
0.09,29.0,15.0,3.9,0.068,0.68,0.0
0.32,91.0,22.0,2.5,0.08800000000000001,0.69,0.5
0.1,63.0,27.0,1.4,0.071,0.62,0.5
0.26,88.0,24.0,1.9,0.073,0.61,0.5
0.15,27.0,12.0,3.0,0.064,0.51,0.5
0.21,41.0,14.0,1.9,0.083,1.18,0.5
0.21,65.0,20.0,2.3,0.086,0.36,0.5
0.21,69.0,24.0,2.4,0.086,0.36,0.5
0.27,91.0,17.0,2.0,0.083,0.63,0.5
0.0,46.0,16.0,1.2,0.041,0.74,0.5
0.46,41.0,10.0,2.2,0.091,0.44,0.5
0.27,91.0,17.0,2.0,0.083,0.63,0.5
0.68,64.0,18.0,1.7,0.414,0.76,0.5
0.34,88.0,12.0,2.6,0.094,0.66,0.5
0.0,46.0,16.0,1.2,0.041,0.74,0.5
0.42,18.0,9.0,1.8,0.058,0.34,0.5
0.39,55.0,21.0,1.8,0.06,0.36,1.0
0.24,34.0,18.0,1.7,0.077,0.46,0.5
0.24,34.0,18.0,1.7,0.077,0.46,0.5
0.24,34.0,18.0,1.7,0.077,0.46,0.5
0.24,34.0,18.0,1.7,0.077,0.46,0.5
0.11,38.0,13.0,1.8,0.073,0.52,0.5
0.26,91.0,17.0,2.1,0.083,0.6,0.5
0.26,91.0,17.0,2.1,0.083,0.6,0.5
0.26,67.0,31.0,3.8,0.107,0.87,0.5
0.1,25.0,6.0,1.7,0.075,0.39,0.5
0.22,48.0,12.0,2.2,0.079,0.775,0.5
0.0,11.0,4.0,2.0,0.166,0.835,0.5
0.02,40.0,19.0,2.4,0.069,0.58,0.5
0.0,26.0,15.0,1.4,0.057,0.5,0.5
0.0,26.0,15.0,1.4,0.057,0.5,0.5
0.0,26.0,15.0,1.4,0.057,0.5,0.5
0.02,31.0,13.0,1.7,0.084,0.51,0.5
0.02,31.0,13.0,1.7,0.084,0.51,0.5
0.02,31.0,13.0,1.7,0.084,0.51,0.5
0.02,31.0,17.0,1.7,0.085,0.54,0.5
0.02,31.0,13.0,1.7,0.084,0.51,0.5
0.48,20.0,8.0,2.6,0.077,0.42,0.5
0.24,28.0,10.0,2.3,0.063,0.44,0.5
0.01,13.0,5.0,2.1,0.056,0.59,0.5
0.03,12.0,7.0,1.8,0.078,0.655,0.5
0.03,12.0,7.0,1.8,0.078,0.655,0.5
0.0,41.0,21.0,2.8,0.081,0.57,0.5
0.29,73.0,32.0,2.0,0.069,0.6,0.5
0.01,46.0,8.0,2.3,0.065,0.62,0.5
0.03,57.0,14.0,1.9,0.086,0.645,0.5
0.03,57.0,14.0,1.9,0.086,0.645,0.5
0.03,28.0,7.0,2.3,0.077,0.58,0.5
0.25,32.0,5.0,1.8,0.086,0.32,0.5
0.25,28.0,4.0,1.8,0.084,0.34,0.5
0.24,67.0,27.0,2.5,0.078,0.43,0.5
0.17,98.0,52.0,5.4,0.168,0.64,0.5
0.4,28.0,6.0,1.4,0.091,0.475,0.5
0.31,38.0,11.0,2.3,0.112,0.54,0.5
0.14,54.0,13.0,2.5,0.093,0.85,0.5
0.4,28.0,6.0,1.4,0.091,0.475,0.5
0.27,63.0,11.0,2.0,0.08,0.83,0.0
0.02,31.0,10.0,1.9,0.096,0.605,0.5
0.09,42.0,10.0,2.2,0.115,0.5,0.5
0.08,45.0,10.0,1.7,0.094,0.74,0.5
0.3,105.0,9.0,2.2,0.08800000000000001,0.54,0.5
0.32,74.0,16.0,2.1,0.079,0.77,0.5
0.0,8.0,4.0,1.6,0.069,0.61,0.0
0.51,66.0,12.0,1.7,0.415,0.78,0.5
0.56,14.0,5.0,3.1,0.153,0.58,0.5
0.51,66.0,12.0,1.7,0.415,0.78,0.5
0.27,89.0,34.0,3.8,0.11,0.75,0.5
0.0,29.0,16.0,1.2,0.267,0.815,0.0
0.26,100.0,13.0,2.0,0.083,0.56,0.5
0.2,31.0,7.0,1.4,0.086,0.885,0.5
0.26,74.0,23.0,2.3,0.09,0.49,0.5
0.15,28.0,10.0,2.0,0.078,0.45,0.5
0.02,35.0,11.0,2.6,0.077,0.57,0.5
0.02,35.0,11.0,2.6,0.077,0.57,0.5
0.09,25.0,4.0,1.8,0.07400000000000001,0.83,0.5
0.22,105.0,25.0,2.1,0.08,0.6,0.5
0.22,105.0,25.0,2.1,0.08,0.6,0.5
0.15,84.0,20.0,1.8,0.107,0.755,0.5
0.25,85.0,34.0,3.4,0.076,0.81,0.5
0.07,23.0,8.0,1.8,0.1,0.64,0.5
0.07,23.0,8.0,1.8,0.1,0.64,0.5
0.31,49.0,7.0,6.1,0.083,0.64,0.5
0.02,111.0,36.0,2.2,0.08,0.48,0.5
0.0,33.0,15.0,2.3,0.068,0.49,0.5
0.22,33.0,5.0,2.4,0.094,0.64,0.5
0.06,12.0,5.0,1.3,0.07,0.62,0.5
0.25,59.0,19.0,2.0,0.078,0.52,0.5
0.14,73.0,27.0,3.9,0.07,0.57,0.5
0.1,12.0,3.0,1.6,0.092,0.685,0.5
0.1,11.0,4.0,1.6,0.09,0.675,0.5
0.26,104.0,17.0,2.0,0.08,0.59,0.5
0.12,28.0,13.0,2.2,0.083,0.6,1.0
0.0,24.0,10.0,2.2,0.068,0.67,0.5
0.21,141.0,33.0,2.1,0.08,0.69,0.5
0.21,141.0,33.0,2.1,0.08,0.69,0.5
0.42,24.0,6.0,2.0,0.052000000000000005,0.3,0.5
0.33,13.0,3.0,1.7,0.061,0.33,1.0
0.39,46.0,12.0,2.6,0.08199999999999999,0.5,0.5
0.3,34.0,18.0,2.0,0.062,0.28,1.0
0.34,22.0,8.0,5.1,0.062,0.24,0.5
0.0,54.0,40.0,2.1,0.064,0.51,0.5
0.36,53.0,35.0,2.2,0.048,0.29,1.0
0.0,54.0,40.0,2.1,0.064,0.51,0.5
0.0,16.0,5.0,1.8,0.08199999999999999,0.96,0.5
0.4,19.0,8.0,2.4,0.071,0.47,0.5
0.34,22.0,8.0,5.1,0.062,0.24,0.5
0.25,89.0,12.0,2.0,0.104,0.57,0.5
0.59,15.0,3.0,2.2,0.077,0.32,0.5
0.0,18.0,8.0,1.6,0.065,0.58,0.5
0.59,15.0,3.0,2.2,0.077,0.32,0.5
0.33,37.0,21.0,2.5,0.064,0.34,1.0
0.01,19.0,3.0,1.6,0.077,0.53,0.5
0.21,133.0,32.0,2.2,0.077,0.64,0.5
0.01,19.0,3.0,1.6,0.077,0.53,0.5
0.18,58.0,24.0,1.6,0.079,0.4,0.5
0.0,55.0,39.0,2.1,0.079,0.54,0.5
0.09,31.0,14.0,3.9,0.123,0.53,0.0
0.37,23.0,8.0,1.4,0.076,0.26,0.5
0.37,23.0,8.0,1.4,0.076,0.26,0.5
0.37,60.0,23.0,1.8,0.046,0.23,0.5
0.33,23.0,6.0,2.5,0.078,0.41,0.5
0.0,55.0,27.0,1.9,0.07200000000000001,0.64,0.5
0.4,67.0,38.0,2.2,0.049,0.18,0.5
0.24,47.0,18.0,1.8,0.066,0.41,0.5
0.31,74.0,13.0,2.1,0.069,0.43,0.5
0.0,11.0,3.0,1.6,0.042,0.44,0.5
0.16,25.0,11.0,1.8,0.069,0.4,1.0
0.37,95.0,55.0,15.4,0.214,0.54,0.5
0.37,95.0,55.0,15.4,0.214,0.54,0.5
0.38,90.0,27.0,1.6,0.16899999999999998,0.38,0.5
0.29,39.0,15.0,4.8,0.07,0.915,0.5
0.0,8.0,3.0,1.7,0.052000000000000005,0.59,0.5
0.02,92.0,31.0,2.2,0.07200000000000001,0.67,0.5
0.32,28.0,15.0,2.0,0.062,0.37,1.0
0.19,98.0,19.0,5.2,0.094,0.785,0.5
0.02,30.0,18.0,1.9,0.078,0.63,0.5
0.2,22.0,8.0,1.75,0.058,0.58,0.5
0.02,92.0,31.0,2.2,0.07200000000000001,0.67,0.5
0.19,98.0,19.0,5.2,0.094,0.785,0.5
0.02,30.0,18.0,1.9,0.078,0.63,0.5
0.0,39.0,22.0,1.9,0.08,0.67,0.5
0.01,54.0,40.0,1.9,0.08,0.58,0.5
0.31,29.0,15.0,2.0,0.056,0.38,1.0
0.32,28.0,15.0,2.0,0.062,0.37,1.0
0.44,17.0,8.0,2.7,0.104,0.32,1.0
0.02,53.0,37.0,2.0,0.062,0.58,1.0
0.33,85.0,27.0,1.9,0.07400000000000001,0.49,0.5
0.63,23.0,7.0,2.2,0.073,0.45,0.5
0.0,17.0,9.0,1.6,0.052000000000000005,0.9,0.5
0.06,89.0,38.0,1.8,0.05,0.54,0.5
